country_code,country_name,year,forest_area_sqkm,total_area_sqkm,forest_percetage,region,income_group
SRB,Serbia,1998,24760,87460.0006,189.906877270248,Europe & Central Asia,Upper middle income
SSD,South Sudan,1998,,,,Sub-Saharan Africa,Low income
STP,Sao Tome and Principe,1998,560,960.0094,391.302001834565,Sub-Saharan Africa,Lower middle income
SUR,Suriname,1998,153987.998,155999.9994,662.158264972275,Latin America & Caribbean,Upper middle income
SVK,Slovak Republic,1998,19211.99951,48100.0037,267.933480248425,Europe & Central Asia,High income
SVN,Slovenia,1998,12240,20139.9954,407.682039490436,Europe & Central Asia,High income
SWE,Sweden,1998,281430,410339.9937,460.07228444328,Europe & Central Asia,High income
SWZ,Eswatini,1998,5087.999878,17200.0087,198.434853010346,Sub-Saharan Africa,Lower middle income
SXM,Sint Maarten (Dutch part),1998,,34.0067,,Latin America & Caribbean,High income
SYC,Seychelles,1998,406.6999817,460.0099,593.070746356061,Sub-Saharan Africa,High income
SYR,Syrian Arab Republic,1998,4200,183780.0027,15.3302968691272,Middle East & North Africa,Low income
TCA,Turks and Caicos Islands,1998,344.0000153,950.012,242.900774162214,Latin America & Caribbean,High income
TCD,Chad,1998,64017.99805,1259200.0099,34.1041239948298,Sub-Saharan Africa,Low income
TGO,Togo,1998,5257.999878,54390,64.848665162,Sub-Saharan Africa,Low income
THA,Thailand,1998,164098.0078,510890.0097,215.464351469619,East Asia & Pacific,Upper middle income
TJK,Tajikistan,1998,4096.000061,139959.9999,19.6315933329706,Europe & Central Asia,Low income
TKM,Turkmenistan,1998,41270,469929.9885,58.9116025311928,Europe & Central Asia,Upper middle income
TLS,Timor-Leste,1998,8764.000244,14869.9929,395.358561581939,East Asia & Pacific,Lower middle income
TON,Tonga,1998,90,719.9941,83.8519371200403,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,1998,2350.200043,5129.9871,307.318061451817,Latin America & Caribbean,High income
TUN,Tunisia,1998,7982.000122,155360.0104,34.4645027253347,Middle East & North Africa,Lower middle income
TUR,Turkey,1998,100707.998,769629.9996,87.7771554818431,Europe & Central Asia,Upper middle income
TUV,Tuvalu,1998,10,29.9922,223.661485319516,East Asia & Pacific,Upper middle income
TZA,Tanzania,1998,527200,885799.9948,399.244788977278,Sub-Saharan Africa,Low income
UGA,Uganda,1998,40453.99902,199810.0048,135.813755220961,Sub-Saharan Africa,Low income
UKR,Ukraine,1998,94627.99805,579350.0034,109.566595321298,Europe & Central Asia,Lower middle income
URY,Uruguay,1998,12553.19946,175020.0011,48.1134251904801,Latin America & Caribbean,High income
USA,United States,1998,3033188.125,9158959.9941,222.153271489553,North America,High income
UZB,Uzbekistan,1998,31786.00098,425399.989,50.1231026533802,Europe & Central Asia,Lower middle income
VCT,St. Vincent and the Grenadines,1998,257.9999924,390.0022,443.764099027759,Latin America & Caribbean,Upper middle income
VEN,"Venezuela, RB",1998,497260,882050.0115,378.172412279369,Latin America & Caribbean,Upper middle income
VGB,British Virgin Islands,1998,36.80000067,150.0128,164.558014045753,Latin America & Caribbean,High income
VIR,Virgin Islands (U.S.),1998,210.9000015,350.0126,404.196391804795,Latin America & Caribbean,High income
VNM,Vietnam,1998,112542.002,325489.9879,231.940468733601,East Asia & Pacific,Lower middle income
VUT,Vanuatu,1998,4400,12189.9904,242.13013326081,East Asia & Pacific,Lower middle income
WLD,World,1998,40701356.7,127354936.4367,214.384128733773,World,NULL
WSM,Samoa,1998,1628.000031,2829.9894,385.894979251551,East Asia & Pacific,Upper middle income
XKX,Kosovo,1998,,10886.9873,,Europe & Central Asia,Lower middle income
YEM,"Yemen, Rep.",1998,5490,527969.9978,6.97529578450603,Middle East & North Africa,Low income
ZAF,South Africa,1998,92410,1213090.0068,51.1005380907569,Sub-Saharan Africa,Upper middle income
ZMB,Zambia,1998,514671.9922,743390.0103,464.422596892787,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,1998,195480,386849.9887,338.968444178217,Sub-Saharan Africa,Low income
ABW,Aruba,1997,4.199999869,180.005,15.651798072964,Latin America & Caribbean,High income
AFG,Afghanistan,1997,13500,652860.005,13.8711744181664,South Asia,Low income
AGO,Angola,1997,601023.9844,1246699.9965,323.392075164223,Sub-Saharan Africa,Lower middle income
ALB,Albania,1997,7751.500244,27399.9985,189.773144647349,Europe & Central Asia,Upper middle income
AND,Andorra,1997,160,470.0073,228.357304237615,Europe & Central Asia,High income
ARE,United Arab Emirates,1997,2905,71020.0015,27.4387920141061,Middle East & North Africa,High income
ARG,Argentina,1997,327399.0039,2736690.0113,80.2511519022326,Latin America & Caribbean,High income
ARM,Armenia,1997,3336.000061,28470.0052,78.6028026759689,Europe & Central Asia,Upper middle income
ASM,American Samoa,1997,181.4999962,199.9998,608.760671015281,East Asia & Pacific,Upper middle income
ATG,Antigua and Barbuda,1997,100.9000015,439.9892,153.832707726042,Latin America & Caribbean,High income
AUS,Australia,1997,1287510,7682300.01,112.423959227804,East Asia & Pacific,High income
AUT,Austria,1997,38193.99902,82580.0003,310.25570827718,Europe & Central Asia,High income
AZE,Azerbaijan,1997,8657.999878,83217.0108,69.7918952186297,Europe & Central Asia,Upper middle income
BDI,Burundi,1997,2253.000031,25680.0054,58.852594742644,Sub-Saharan Africa,Low income
BEL,Belgium,1997,6670,,,Europe & Central Asia,High income
BEN,Benin,1997,52710,112760.0012,313.572141927221,Sub-Saharan Africa,Low income
BFA,Burkina Faso,1997,64277.00195,273600.0113,157.593764244408,Sub-Saharan Africa,Low income
BGD,Bangladesh,1997,14758.00049,130170.0071,76.0529597351224,South Asia,Lower middle income
BGR,Bulgaria,1997,33606.00098,110630.0111,203.771483824734,Europe & Central Asia,Upper middle income
BHR,Bahrain,1997,3.199999928,709.9967,3.02338299840222,Middle East & North Africa,High income
BHS,"Bahamas, The",1997,5150,10009.9874,345.122462391911,Latin America & Caribbean,High income
BIH,Bosnia and Herzegovina,1997,21925,51200.0006,287.256036672781,Europe & Central Asia,Upper middle income
BLR,Belarus,1997,81251.00098,202839.994,268.704326462334,Europe & Central Asia,Upper middle income
BLZ,Belize,1997,15063.19946,22810.0005,442.987488306394,Latin America & Caribbean,Upper middle income
BMU,Bermuda,1997,10,54.0015,124.220623501199,North America,High income
BOL,Bolivia,1997,609021.9922,1083300.0045,377.123641549548,Latin America & Caribbean,Lower middle income
BRA,Brazil,1997,5289033.125,8358139.9972,424.488739333131,Latin America & Caribbean,Upper middle income
BRB,Barbados,1997,63.00000191,429.9918,98.2833423364052,Latin America & Caribbean,High income
BRN,Brunei Darussalam,1997,4017.999878,5270.0025,511.444633690625,East Asia & Pacific,High income
BTN,Bhutan,1997,25762.19971,39800.012,434.209446657079,South Asia,Lower middle income
BWA,Botswana,1997,128899.0039,566729.9953,152.571315305779,Sub-Saharan Africa,Upper middle income
CAF,Central African Republic,1997,224508.0078,622980.0038,241.744864672522,Sub-Saharan Africa,Low income
CAN,Canada,1997,3479433.125,9093509.9948,256.670805433319,North America,High income
CHE,Switzerland,1997,11810.99976,39527.0001,200.443664557422,Europe & Central Asia,High income
CHI,Channel Islands,1997,8.000000119,198.0055,27.1026818943231,Europe & Central Asia,High income
CHL,Chile,1997,156627.002,743532.02,141.30791463644,Latin America & Caribbean,High income
CHN,China,1997,1710425.313,9388230.0057,122.213708389858,East Asia & Pacific,Upper middle income
CIV,Cote d'Ivoire,1997,102962.002,317999.9928,217.194786557932,Sub-Saharan Africa,Lower middle income
CMR,Cameroon,1997,227760,472709.9909,323.208073747527,Sub-Saharan Africa,Lower middle income
COD,"Congo, Dem. Rep.",1997,1581832.031,2267049.9992,468.057054361199,Sub-Saharan Africa,Low income
COG,"Congo, Rep.",1997,226070,341499.9952,444.070333328075,Sub-Saharan Africa,Lower middle income
COL,Colombia,1997,625840.1172,1109500.0042,378.386487093023,Latin America & Caribbean,Upper middle income
COM,Comoros,1997,462.0000076,1860.9927,166.531671563331,Sub-Saharan Africa,Low income
CPV,Cabo Verde,1997,747.9000092,4029.9882,124.491383168678,Sub-Saharan Africa,Lower middle income
CRI,Costa Rica,1997,24323.99902,51060.0111,319.560874177056,Latin America & Caribbean,Upper middle income
CUB,Cuba,1997,23218.99902,107399.9962,145.023624615419,Latin America & Caribbean,Upper middle income
CUW,Curacao,1997,,444.0037,,Latin America & Caribbean,High income
CYM,Cayman Islands,1997,126.9999981,239.9894,354.985964902871,Latin America & Caribbean,High income
CYP,Cyprus,1997,1684.600067,9240.0063,122.29932905395,Europe & Central Asia,High income
CZE,Czech Republic,1997,26346.00098,77270.0082,228.719542408354,Europe & Central Asia,High income
DEU,Germany,1997,113377.998,349050.0006,217.891690897135,Europe & Central Asia,High income
DJI,Djibouti,1997,55.99999905,23180.0079,1.62059303537729,Middle East & North Africa,Lower middle income
DMA,Dominica,1997,481.3000107,750.0122,430.474144524138,Latin America & Caribbean,Upper middle income
DNK,Denmark,1997,5728.099976,42430.0016,90.5601366958365,Europe & Central Asia,High income
DOM,Dominican Republic,1997,13716.99951,48310.0009,190.467817633659,Latin America & Caribbean,Upper middle income
DZA,Algeria,1997,16054.00024,2381739.9907,4.52156152352688,Middle East & North Africa,Upper middle income
ECU,Ecuador,1997,139995,276839.9977,339.221379606304,Latin America & Caribbean,Upper middle income
EGY,"Egypt, Arab Rep.",1997,545,995450.0017,0.367262493722089,Middle East & North Africa,Lower middle income
ERI,Eritrea,1997,15895,101000.0026,105.569551242764,Sub-Saharan Africa,Low income
ESP,Spain,1997,160267.0996,499440.0082,215.25863230329,Europe & Central Asia,High income
EST,Estonia,1997,22318.99902,42390.012,353.191872948897,Europe & Central Asia,High income
ETH,Ethiopia,1997,141277.002,1000000.0101,94.7700247544427,Sub-Saharan Africa,Low income
FIN,Finland,1997,222740,304590.0088,490.548655842844,Europe & Central Asia,High income
FJI,Fiji,1997,9721.799927,18269.9895,356.95043004983,East Asia & Pacific,Upper middle income
FRA,France,1997,150330.9961,547566.0155,184.166899769624,Europe & Central Asia,High income
FRO,Faroe Islands,1997,0.799999982,1396.01,0.384415575766234,Europe & Central Asia,High income
FSM,"Micronesia, Fed. Sts.",1997,637.7000046,699.9993,611.108525516706,East Asia & Pacific,Lower middle income
GAB,Gabon,1997,220000,257670.0091,572.741082733947,Sub-Saharan Africa,Upper middle income
GBR,United Kingdom,1997,29011.99951,241930.0093,80.4428497630909,Europe & Central Asia,High income
GEO,Georgia,1997,27581.10107,69490.0108,266.249468028097,Europe & Central Asia,Lower middle income
GHA,Ghana,1997,88244.00391,227539.9952,260.151892026001,Sub-Saharan Africa,Lower middle income
GIB,Gibraltar,1997,,9.9974,,Europe & Central Asia,High income
GIN,Guinea,1997,70120,245720.0081,191.425995643209,Sub-Saharan Africa,Low income
GMB,"Gambia, The",1997,4552.999878,10120.0106,301.797890227623,Sub-Saharan Africa,Low income
GNB,Guinea-Bissau,1997,21488.00049,28119.9926,512.602041321195,Sub-Saharan Africa,Low income
GNQ,Equatorial Guinea,1997,17780.99976,28050.0108,425.228800589467,Sub-Saharan Africa,Upper middle income
GRC,Greece,1997,35103.99902,128900.0006,182.68513167568,Europe & Central Asia,High income
GRD,Grenada,1997,169.8999977,339.9893,335.218247918793,Latin America & Caribbean,Upper middle income
GRL,Greenland,1997,2.199999988,410449.991,0.00359552204728951,Europe & Central Asia,High income
GTM,Guatemala,1997,43700,107160.0068,273.557252144557,Latin America & Caribbean,Upper middle income
GUM,Guam,1997,250,539.9891,310.566454026572,East Asia & Pacific,High income
GUY,Guyana,1997,166334.0039,196849.9974,566.819987959822,Latin America & Caribbean,Upper middle income
HKG,"Hong Kong SAR, China",1997,,1050.0119,,East Asia & Pacific,High income
HND,Honduras,1997,69152.00195,111889.9943,414.58447395845,Latin America & Caribbean,Lower middle income
HRV,Croatia,1997,18745,55980.001,224.621886841338,Europe & Central Asia,High income
HTI,Haiti,1997,1110.999985,27560.0087,27.0417149736912,Latin America & Caribbean,Low income
HUN,Hungary,1997,18821.99951,89799.9879,140.601193681264,Europe & Central Asia,High income
IDN,Indonesia,1997,1051497.969,1811570.0092,389.361354517223,East Asia & Pacific,Lower middle income
IMN,Isle of Man,1997,34.60000038,570.0072,40.7188299637404,Europe & Central Asia,High income
IND,India,1997,649546.9922,2973190.0079,146.550545602512,South Asia,Lower middle income
IRL,Ireland,1997,5839.699707,68890.0114,56.8635260880893,Europe & Central Asia,High income
IRN,"Iran, Islamic Rep.",1997,92507.80273,1628759.9874,38.0996338499022,Middle East & North Africa,Upper middle income
IRQ,Iraq,1997,8137.999878,437370.0107,12.481540948416,Middle East & North Africa,Upper middle income
ISL,Iceland,1997,249.8999977,100249.9904,1.67217390034919,Europe & Central Asia,High income
ISR,Israel,1997,1466.999969,21639.9939,45.474978123949,Middle East & North Africa,High income
ITA,Italy,1997,81352.99805,294109.9882,185.551007485031,Europe & Central Asia,High income
JAM,Jamaica,1997,3420.100098,10830.0073,211.840794118336,Latin America & Caribbean,Upper middle income
JOR,Jordan,1997,975,88240.005,7.41205477039581,Middle East & North Africa,Upper middle income
JPN,Japan,1997,248981.9922,364499.9981,458.215668198331,East Asia & Pacific,High income
KAZ,Kazakhstan,1997,33821.00098,2699699.9939,8.40369882529776,Europe & Central Asia,Upper middle income
KEN,Kenya,1997,39071.00098,569139.9903,46.0505650878242,Sub-Saharan Africa,Lower middle income
KGZ,Kyrgyz Republic,1997,8517.299805,191799.9895,29.788791423224,Europe & Central Asia,Lower middle income
KHM,Cambodia,1997,119654.0039,176519.9996,454.70826273534,East Asia & Pacific,Lower middle income
KIR,Kiribati,1997,121.4999962,809.9966,100.621919216602,East Asia & Pacific,Lower middle income
KNA,St. Kitts and Nevis,1997,110,260.0101,283.793206494671,Latin America & Caribbean,High income
KOR,"Korea, Rep.",1997,63126.00098,96459.9916,438.996023273485,East Asia & Pacific,High income
KWT,Kuwait,1997,44.29999828,17820.0029,1.66761374916537,Middle East & North Africa,High income
LAO,Lao PDR,1997,168616.6016,230800.0023,490.076695806411,East Asia & Pacific,Lower middle income
LBN,Lebanon,1997,1310,10230.0079,85.900334446467,Middle East & North Africa,Upper middle income
LBR,Liberia,1997,47190,96320.0021,328.649534985839,Sub-Saharan Africa,Low income
LBY,Libya,1997,2170,1759539.9913,0.827294467416178,Middle East & North Africa,Upper middle income
LCA,St. Lucia,1997,213.7999916,609.9968,235.11463070822,Latin America & Caribbean,Upper middle income
LIE,Liechtenstein,1997,67.8000021,160.0102,284.237626155714,Europe & Central Asia,High income
LKA,Sri Lanka,1997,22196.00098,62710.0124,237.430975494334,South Asia,Lower middle income
LSO,Lesotho,1997,414.0000153,30360.0059,9.14740765130724,Sub-Saharan Africa,Lower middle income
LTU,Lithuania,1997,19975,62679.9943,213.775222854479,Europe & Central Asia,High income
LUX,Luxembourg,1997,870,,,Europe & Central Asia,High income
LVA,Latvia,1997,32206.00098,62196.001,347.355250659826,Europe & Central Asia,High income
MAC,"Macao SAR, China",1997,,19.9948,,East Asia & Pacific,High income
MAF,St. Martin (French part),1997,10,54.39,123.333333333333,Latin America & Caribbean,High income
MAR,Morocco,1997,49812.99805,446299.994,74.8712921155013,Middle East & North Africa,Lower middle income
MCO,Monaco,1997,,1.9943,,Europe & Central Asia,High income
MDA,Moldova,1997,3225,32919.9878,65.7157670635589,Europe & Central Asia,Lower middle income
MDG,Madagascar,1997,132237.002,581540.0038,152.536201692029,Sub-Saharan Africa,Low income
MDV,Maldives,1997,10,299.9997,22.360355693689,South Asia,Upper middle income
MEX,Mexico,1997,684272.0313,1943950.0115,236.125681525197,Latin America & Caribbean,Upper middle income
MHL,Marshall Islands,1997,126.4000034,180.005,471.04461698705,East Asia & Pacific,Upper middle income
MKD,North Macedonia,1997,9442.000122,25429.9927,249.067633505015,Europe & Central Asia,Upper middle income
MLI,Mali,1997,61370,1220189.9997,33.7386879995096,Sub-Saharan Africa,Low income
MLT,Malta,1997,3.49999994,319.9945,7.33711035580736,Middle East & North Africa,High income
MMR,Myanmar,1997,361730,653540.0095,371.288823595734,East Asia & Pacific,Lower middle income
MNE,Montenegro,1997,6260,13449.9995,312.213439115741,Europe & Central Asia,Upper middle income
MNG,Mongolia,1997,119627.002,1553560.0108,51.6536140565932,East Asia & Pacific,Lower middle income
MNP,Northern Mariana Islands,1997,324.5999908,460.0099,473.348334087045,East Asia & Pacific,High income
MOZ,Mozambique,1997,418450,786379.9958,356.952676821894,Sub-Saharan Africa,Low income
MRT,Mauritania,1997,3463.999939,1030700.0053,2.25447345215085,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,1997,416.5999985,2029.9902,137.665415820128,Sub-Saharan Africa,Upper middle income
MWI,Malawi,1997,36656.99951,94279.9886,260.817615768179,Sub-Saharan Africa,Low income
MYS,Malaysia,1997,218265,328549.9952,445.637944876159,East Asia & Pacific,Upper middle income
NAM,Namibia,1997,82510,823290.0081,67.2284766673339,Sub-Saharan Africa,Upper middle income
NCL,New Caledonia,1997,8390,18280.0128,307.882492292347,East Asia & Pacific,High income
NER,Niger,1997,15130.99976,1266700.0024,8.01296749804569,Sub-Saharan Africa,Low income
NGA,Nigeria,1997,143660.9961,910770.0035,105.810723259993,Sub-Saharan Africa,Lower middle income
NIC,Nicaragua,1997,40240,120339.9988,224.309412241743,Latin America & Caribbean,Lower middle income
NLD,Netherlands,1997,3555,33760.0025,70.637718406567,Europe & Central Asia,High income
NOR,Norway,1997,121187.002,365243.9756,222.573014867873,Europe & Central Asia,High income
NPL,Nepal,1997,41751.00098,143000.0124,195.853052718993,South Asia,Low income
NRU,Nauru,1997,,19.9948,,East Asia & Pacific,Upper middle income
NZL,New Zealand,1997,99947.00195,263309.9931,254.625536952625,East Asia & Pacific,High income
OMN,Oman,1997,20,309500.0013,0.0433479804318178,Middle East & North Africa,High income
PAK,Pakistan,1997,22393.00049,770880.0113,19.4861047614465,South Asia,Lower middle income
PAN,Panama,1997,49188.99902,74339.993,443.858966096569,Latin America & Caribbean,High income
PER,Peru,1997,766792.0313,1279999.9891,401.85294288793,Latin America & Caribbean,Upper middle income
PHL,Philippines,1997,68853.99902,298169.9945,154.904758810686,East Asia & Pacific,Lower middle income
PLW,Palau,1997,391.5999985,460.0099,571.051177363324,East Asia & Pacific,High income
PNG,Papua New Guinea,1997,336081.0156,452859.9978,497.828262972791,East Asia & Pacific,Lower middle income
POL,Poland,1997,90055.99609,306290.0071,197.232888232653,Europe & Central Asia,High income
PRI,Puerto Rico,1997,4011.600037,8869.9989,303.384639745555,Latin America & Caribbean,High income
PRK,"Korea, Dem. People’s Rep.",1997,73133.99902,120410.0065,407.433063983816,East Asia & Pacific,Low income
PRT,Portugal,1997,33708.99902,91500.0121,247.129296637614,Europe & Central Asia,High income
PRY,Paraguay,1997,199046.9922,397299.9912,336.075297747658,Latin America & Caribbean,Upper middle income
PSE,West Bank and Gaza,1997,90.79999924,6019.9888,10.1178838555621,Middle East & North Africa,Lower middle income
PYF,French Polynesia,1997,900,3660.0067,164.952976725425,East Asia & Pacific,High income
QAT,Qatar,1997,,11610.0117,,Middle East & North Africa,High income
ROU,Romania,1997,63675,229529.9958,186.092569736369,Europe & Central Asia,Upper middle income
RUS,Russian Federation,1997,8091729.375,16378650.0031,331.407837704352,Europe & Central Asia,Upper middle income
RWA,Rwanda,1997,3362.000122,24670.009,91.4172062863382,Sub-Saharan Africa,Low income
SAU,Saudi Arabia,1997,9770,2149690.0026,3.04872502178143,Middle East & North Africa,High income
SDN,Sudan,1997,,,,Sub-Saharan Africa,Lower middle income
SEN,Senegal,1997,90330,192530.0069,314.726355001237,Sub-Saharan Africa,Low income
SGP,Singapore,1997,163.5000038,670.0071,163.69593329545,East Asia & Pacific,High income
SLB,Solomon Islands,1997,22848.00049,27990.0005,547.576525005667,East Asia & Pacific,Lower middle income
SLE,Sierra Leone,1997,29808.00049,72180.0107,277.022746530251,Sub-Saharan Africa,Low income
SLV,El Salvador,1997,3455,20720,111.855625,Latin America & Caribbean,Lower middle income
SMR,San Marino,1997,,60.0103,,Europe & Central Asia,High income
SOM,Somalia,1997,77451.00098,627340.0098,82.8177784865935,Sub-Saharan Africa,Low income
SRB,Serbia,1997,24760,87460.0006,189.906877270248,Europe & Central Asia,Upper middle income
SSD,South Sudan,1997,,,,Sub-Saharan Africa,Low income
STP,Sao Tome and Principe,1997,560,960.0094,391.302001834565,Sub-Saharan Africa,Lower middle income
SUR,Suriname,1997,154027.002,155999.9994,662.325984673177,Latin America & Caribbean,Upper middle income
SVK,Slovak Republic,1997,19213.00049,48100.0037,267.947440068428,Europe & Central Asia,High income
SVN,Slovenia,1997,12195,20139.9954,406.183208462898,Europe & Central Asia,High income
SWE,Sweden,1997,281330,410339.9937,459.908807811633,Europe & Central Asia,High income
SWZ,Eswatini,1997,5042.000122,17200.0087,196.640836689741,Sub-Saharan Africa,Lower middle income
SXM,Sint Maarten (Dutch part),1997,,34.0067,,Latin America & Caribbean,High income
SYC,Seychelles,1997,406.6999817,460.0099,593.070746356061,Sub-Saharan Africa,High income
SYR,Syrian Arab Republic,1997,4140,183780.0027,15.1112926281397,Middle East & North Africa,Low income
TCA,Turks and Caicos Islands,1997,344.0000153,950.012,242.900774162214,Latin America & Caribbean,High income
TCD,Chad,1997,64397.00195,1259200.0099,34.3060296525173,Sub-Saharan Africa,Low income
TGO,Togo,1997,5457.000122,54390,67.3030015046667,Sub-Saharan Africa,Low income
THA,Thailand,1997,161092.002,510890.0097,211.517398676626,East Asia & Pacific,Upper middle income
TJK,Tajikistan,1997,4093.999939,139959.9999,19.6220070094512,Europe & Central Asia,Low income
TKM,Turkmenistan,1997,41270,469929.9885,58.9116025311928,Europe & Central Asia,Upper middle income
TLS,Timor-Leste,1997,8875.999756,14869.9929,400.411045006105,East Asia & Pacific,Lower middle income
TON,Tonga,1997,90,719.9941,83.8519371200403,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,1997,2357.299957,5129.9871,308.246464041824,Latin America & Caribbean,High income
TUN,Tunisia,1997,7787.999878,155360.0104,33.6268527834829,Middle East & North Africa,Lower middle income
TUR,Turkey,1997,100147.002,769629.9996,87.288191009362,Europe & Central Asia,Upper middle income
TUV,Tuvalu,1997,10,29.9922,223.661485319516,East Asia & Pacific,Upper middle income
TZA,Tanzania,1997,531200,885799.9948,402.273960365573,Sub-Saharan Africa,Low income
UGA,Uganda,1997,41336.00098,199810.0048,138.774846860891,Sub-Saharan Africa,Low income
UKR,Ukraine,1997,94392.00195,579350.0034,109.293343326974,Europe & Central Asia,Lower middle income
URY,Uruguay,1997,11981.30005,175020.0011,45.9214708949085,Latin America & Caribbean,High income
USA,United States,1997,3032101.875,9158959.9941,222.073713618029,North America,High income
UZB,Uzbekistan,1997,31618.99902,425399.989,49.8597585356454,Europe & Central Asia,Lower middle income
VCT,St. Vincent and the Grenadines,1997,257.0000076,390.0022,442.04410923363,Latin America & Caribbean,Upper middle income
VEN,"Venezuela, RB",1997,500135,882050.0115,380.358885523352,Latin America & Caribbean,Upper middle income
VGB,British Virgin Islands,1997,36.80000067,150.0128,164.558014045753,Latin America & Caribbean,High income
VIR,Virgin Islands (U.S.),1997,213.9999962,350.0126,410.137627762321,Latin America & Caribbean,High income
VNM,Vietnam,1997,110177.998,325489.9879,227.06843708227,East Asia & Pacific,Lower middle income
VUT,Vanuatu,1997,4400,12189.9904,242.13013326081,East Asia & Pacific,Lower middle income
WLD,World,1997,40774024.2,127380942.4454,214.723039793224,World,NULL
WSM,Samoa,1997,1586.999969,2829.9894,376.176479390661,East Asia & Pacific,Upper middle income
XKX,Kosovo,1997,,10886.9873,,Europe & Central Asia,Lower middle income
YEM,"Yemen, Rep.",1997,5490,527969.9978,6.97529578450603,Middle East & North Africa,Low income
ZAF,South Africa,1997,92410,1213090.0068,51.1005380907569,Sub-Saharan Africa,Upper middle income
ZMB,Zambia,1997,516338.0078,743390.0103,465.925953016964,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,1997,198750,386849.9887,344.638726623801,Sub-Saharan Africa,Low income
ABW,Aruba,1996,4.199999869,180.005,15.651798072964,Latin America & Caribbean,High income
AFG,Afghanistan,1996,13500,652860.005,13.8711744181664,South Asia,Low income
AGO,Angola,1996,602271.9922,1246699.9965,324.063588852093,Sub-Saharan Africa,Lower middle income
ALB,Albania,1996,7770.999756,27399.9985,190.250534003583,Europe & Central Asia,Upper middle income
AND,Andorra,1996,160,470.0073,228.357304237615,Europe & Central Asia,High income
ARE,United Arab Emirates,1996,2840,71020.0015,26.8248431394359,Middle East & North Africa,High income
ARG,Argentina,1996,330331.9922,2736690.0113,80.9700780039829,Latin America & Caribbean,High income
ARM,Armenia,1996,3337.999878,28470.0052,78.6499223456826,Europe & Central Asia,Upper middle income
ASM,American Samoa,1996,181.9000053,199.9998,610.102322878788,East Asia & Pacific,Upper middle income
ATG,Antigua and Barbuda,1996,101.1999989,439.9892,154.290085443254,Latin America & Caribbean,High income
AUS,Australia,1996,1287210,7682300.01,112.397763557271,East Asia & Pacific,High income
AUT,Austria,1996,38131.99951,82580.0003,309.752076754389,Europe & Central Asia,High income
AZE,Azerbaijan,1996,8637.999878,83217.0108,69.6306757771835,Europe & Central Asia,Upper middle income
BDI,Burundi,1996,2343.999939,25680.0054,61.229683350479,Sub-Saharan Africa,Low income
BEL,Belgium,1996,6670,,,Europe & Central Asia,High income
BEN,Benin,1996,53410,112760.0012,317.736446600889,Sub-Saharan Africa,Low income
BFA,Burkina Faso,1996,64876.00098,273600.0113,159.062384575983,Sub-Saharan Africa,Low income
BGD,Bangladesh,1996,14784.00024,130170.0071,76.1869452259898,South Asia,Lower middle income
BGR,Bulgaria,1996,33558.00049,110630.0111,203.480430715575,Europe & Central Asia,Upper middle income
BHR,Bahrain,1996,3.100000024,709.9967,2.92890236827782,Middle East & North Africa,High income
BHS,"Bahamas, The",1996,5150,10009.9874,345.122462391911,Latin America & Caribbean,High income
BIH,Bosnia and Herzegovina,1996,21950,51200.0006,287.583580614255,Europe & Central Asia,Upper middle income
BLR,Belarus,1996,80757.99805,202839.994,267.073921683909,Europe & Central Asia,Upper middle income
BLZ,Belize,1996,15219.8999,22810.0005,447.595827624774,Latin America & Caribbean,Upper middle income
BMU,Bermuda,1996,10,54.0015,124.220623501199,North America,High income
BOL,Bolivia,1996,611726.0156,1083300.0045,378.798049312328,Latin America & Caribbean,Lower middle income
BRA,Brazil,1996,5314463.75,8358139.9972,426.529757736983,Latin America & Caribbean,Upper middle income
BRB,Barbados,1996,63.00000191,429.9918,98.2833423364052,Latin America & Caribbean,High income
BRN,Brunei Darussalam,1996,4033.999939,5270.0025,513.481255289839,East Asia & Pacific,High income
BTN,Bhutan,1996,25662.90039,39800.012,432.535804527293,South Asia,Lower middle income
BWA,Botswana,1996,130082.002,566729.9953,153.97157109256,Sub-Saharan Africa,Upper middle income
CAF,Central African Republic,1996,224664.0039,622980.0038,241.912837549986,Sub-Saharan Africa,Low income
CAN,Canada,1996,3479904.063,9093509.9948,256.705545585357,North America,High income
CHE,Switzerland,1996,11768.00049,39528.0102,199.708823407886,Europe & Central Asia,High income
CHI,Channel Islands,1996,8.000000119,198.0055,27.1026818943231,Europe & Central Asia,High income
CHL,Chile,1996,156055.9961,743532.02,140.792756637221,Latin America & Caribbean,High income
CHN,China,1996,1690565.469,9388230.0057,120.794678184425,East Asia & Pacific,Upper middle income
CIV,Cote d'Ivoire,1996,102855.9961,317999.9928,216.97117077369,Sub-Saharan Africa,Lower middle income
CMR,Cameroon,1996,229960,472709.9909,326.330034417726,Sub-Saharan Africa,Lower middle income
COD,"Congo, Dem. Rep.",1996,1584945.938,2267049.9992,468.978445576835,Sub-Saharan Africa,Low income
COG,"Congo, Rep.",1996,226240,341499.9952,444.404265104364,Sub-Saharan Africa,Lower middle income
